Random,title,text,subject,date
0.03713038,Moscow says the West is trying to undo Russia-brokered progress in Syria talks,"MOSCOW (Reuters) - The Russian Foreign Ministry said on Wednesday that anti-Russian forces in the West were trying to destroy progress made in Syrian peace talks with Moscow’s help. Russia, along with Iran and Turkey, has promoted a separate track of Syrian peace talks in Kazakhstan. ",politicsNews,12-Apr-17
0.037186404,More than 60 Rohingya feared drowned as U.S. steps up pressure on Myanmar,"COX S BAZAR, Bangladesh/UNITED NATIONS (Reuters) - More than 60 Rohingya Muslim refugees from Myanmar are believed to have drowned when their boat capsized, the latest victims in what the United Nations says is the world s fastest-developing refugee emergency. The refugees drowned in heavy seas off Bangladesh late on Thursday, part of a new surge of people fleeing a Myanmar military campaign that began on Aug. 25 and has triggered an exodus of some 502,000 people. International anger over the crisis is growing. In New York, U.S. Ambassador to the United Nations Nikki Haley called on countries to suspend providing weapons to Myanmar over the violence. It was the first time the United States had called for punishment of Myanmar s military, but she stopped short of threatening to reimpose U.S. sanctions which were suspended under the Obama administration. Buddhist-majority Myanmar rejects accusations of ethnic cleansing and crimes against humanity and has denounced rights abuses. Its military launched a big offensive in response to coordinated attacks on the security forces by Rohingya insurgents in the north of Rakhine state on Aug. 25. U.N. Secretary-General Antonio Guterres told the Security Council the violence had spiraled into the  world s fastest-developing refugee emergency, a humanitarian and human rights nightmare . Colonel Anisul Haque, head of the Bangladeshi border guards in the town of Teknaf, told Reuters more refugees had arrived over the past day or two after the number had seemed to be tailing off, with about 1,000 landing at the main entry point on the coast on Thursday. The refugee boat capsized in driving rain and high seas as darkness fell. An official with the International Organization for Migration said 23 people were confirmed dead and 40 were missing. Seventeen survived.  We re now saying 40 missing, which suggests the total fatality rate will be in the range of 63,  the official, Joe Millman, told a news briefing in Geneva. One survivor, Abdul Kalam, 55, said his wife, two daughters and a grandson were among the dead, who were buried at tearful funerals on Friday. Kalam said armed Buddhists came to his village about a week ago and took livestock and food. He said villagers were summoned to a military office and told there were no such people as Rohingya in Myanmar. After that he decided to leave and headed to the coast with his family, avoiding military camps on the way. A spokesman for the U.N. refugee agency said a fifth of new arrivals were suffering from acute malnutrition. The Bangladeshi Red Crescent said its clinics were treating increasing numbers of people with acute diarrhea. The World Health Organization has said one of the diseases it is particularly worried about is cholera.   We re seeing the absolute perfect breeding ground for a major health crisis,  said Unni Krishnan, director of Save the Children s Emergency Health Unit. In a ramping up of the pressure on Myanmar, also known as Burma, Haley echoed U.N. accusations that the displacement of hundreds of thousands of people in Rakhine state was ethnic cleansing.  We cannot be afraid to call the actions of the Burmese authorities what they appear to be - a brutal, sustained campaign to cleanse the country of an ethnic minority,  Haley told the U.N. Security Council. The United States said earlier the army response to the insurgent attacks was  disproportionate  and the crisis raised questions about Myanmar s transition, under the leadership of Nobel laureate Aung San Suu Kyi, after decades of military rule. Suu Kyi has no power over the generals under a military-drafted constitution. She has nevertheless drawn scathing criticism from around the world for not stopping the violence. The public in Myanmar, where Buddhist nationalism has surged over recent years, largely supports the offensive against the insurgents. Haley said the military must respect rights and fundamental freedoms, and those who had been accused of abuses should be removed from command and prosecuted.  And any country that is currently providing weapons to the Burmese military should suspend these activities until sufficient accountability measures are in place,  she said. There was no ethnic cleansing or genocide in Myanmar, its national security adviser, Thaung Tun, said at the United Nations, adding that Myanmar had invited Guterres to visit. China and Russia, which have veto powers in the Security Council, expressed support for Myanmar. The U.N. Human Rights Council extended the mandate of a Myanmar fact-finding mission by six months, until September 2018, over the objections of Myanmar, China and the Philippines. Myanmar s representative said the mission was  not helpful, was not in line with the situation on the ground and would do no good to finding a solution to Rakhine issues . Myanmar says it will not grant visas to mission investigators.   ",worldnews,29-Sep-17
0.037289822,Netanyahu orders redraft of law seen as protecting him,"JERUSALEM (Reuters) - Israeli Prime Minister Benjamin Netanyahu said on Sunday that a draft bill that sets limits on police investigators should be revised so it does not apply to criminal probes in which he is a suspect. The proposed legislation, which has sparked protests in Israel, would prohibit the police from publicizing whether they have found sufficient grounds to charge a suspect. Critics say the bill is an attempt to protect Netanyahu and keep the public in the dark regarding ongoing investigations in which he is a suspect, but its supporters said it is intended to protect suspects  legal rights and reputations.  Some 20,000 Israelis demonstrated against the bill in Tel Aviv on Saturday and, as public pressure mounted, support among coalition members for the bill began to wane on Sunday, a day before parliament was expected to ratify it.  For the debate on the bill to be topical and not be used for political propaganda, I have asked ... that (it) be worded so that it does not cover the ongoing investigations in my matters,  Netanyahu wrote on his Facebook page. With ratification of the legislation delayed, he said he had told the bill s proponent, David Amsalem, a lawmaker from his own right-wing Likud party, that it had become a  political battering ram against the government.  But in justifying the legislation, Netanyahu said:  The bill is intended to prevent publication of police recommendations which would leave a cloud over innocent people, something that happens every day.  Netanyahu is a suspect in two cases. In one, he is alleged to have meddled in the media industry and the other concerns gifts he received from wealthy businessmen. He denies any wrongdoing. But, if charged, he would come under heavy pressure to resign or he could call an election to test whether he still has a mandate to govern. Netanyahu has in the past said he had no interest in promoting personal legislation but he also did not order the bill s sponsors, Amsalem, and David Bitan, another Likud confidant, to withdraw it. Netanyahu has described himself as a victim of a political witch hunt and said he will be cleared.  There will be nothing because there is nothing,  he has said repeatedly.  (This story removes extraneous text from first paragraph) ",worldnews,3-Dec-17
0.037334028,Russian lawmaker Kerimov detained by French police in tax evasion case,"NICE, France (Reuters) - Russian businessman and lawmaker Suleiman Kerimov was arrested by French police at Nice airport on Monday evening in connection with a tax evasion case, an official at the French prosecutor s office said on Tuesday. Kerimov is ranked by Forbes magazine as Russia s 21st wealthiest businessman, with a net worth of $6.3 billion. His family controls Russia s largest gold producer Polyus.   He is being held for questioning in a case related to laundering of tax fraud proceeds,  the official said. Representatives for Kerimov could not immediately be reached for comment. Polyus declined to comment. A source said the investigation centers on the purchase of several luxury residences on the French Riviera via shell companies, something that would have enabled Kerimov to reduce taxes owed to the French state. The source added Kerimov would be held in custody for at least another 24 hours. Russia s foreign ministry said in a statement carried by Interfax news agency that Kerimov held a diplomatic passport and had immunity. It said it had informed the French authorities.  Kerimov does have a diplomatic passport, but that does not protect him from prosecution,  the French official said. The French foreign ministry could not immediately confirm it had been in contact with Moscow. A French diplomatic source said immunity was given by governments to people on diplomatic lists or if they had been mandated with a specific mission in the country.    ",worldnews,21-Nov-17
0.037338261,"Trump proposes deep U.S. spending cuts in Mexico, Central America","MEXICO CITY (Reuters) - President Donald Trump on Tuesday proposed drastically slashing U.S. foreign aid spending in Mexico and Central America, which are struggling with drug violence, graft and poverty that prompts many from the troubled region to migrate north. Trump’s austere 2018 budget proposal, which seeks to trim $3.6 trillion from government spending over the next decade and is unlikely to get legislative approval in its current form, envisages steep cuts in most federal departments, but particularly the State Department. Ever since launching his presidential campaign in 2015, Trump has attacked Mexico, threatening to rip up the North American Free Trade Agreement, build a Mexico-funded southern border wall and ramp up deportations of those living without documents in the United States.  Tuesday’s proposal foresees 2018 Mexican aid of $87.66 million, down more than 45 percent from the 2016 outlay. The proposed spending cuts comes as the United States leans on Mexico to do more to prop up its poor Central American neighbors, where poverty and gangs are the main drivers pushing migrants to the United States. The budget proposes scrapping most U.S. money for the Mexican military, along with counterterrorism funds and some governance programs. Narcotics and law enforcement spending would fall from $100 million in 2016 to $60 million. In Guatemala, U.S. aid would drop almost 40 percent from 2016, to $80.66 million, while in Honduras and El Salvador it would fall nearly a third. In a call with reporters, U.S. officials stressed the cuts would not prevent them from tackling their regional objectives.  “That is a reduction. However it really prioritizes our programs that focus on disrupting the activities of transnational criminal organizations, strengthening border security and combating corruption … we’re going to continue addressing those root causes as part of our Central America strategy,” an official said. Mexico, which is struggling with rising crime, will be co-hosting a June meeting in Miami where the U.S. government hopes to drum up more private sector support to improve employment and security conditions in Central America. Although the number of migrants arriving on the southern U.S. border has fallen drastically since Trump took office, history suggests the decline may prove short-lived if he fails to realize his tough policies. Well over 100,000 people have died in drug-related violence in Mexico since 2006, and the 2017 murder tally could be the highest ever as legacy drug cartels splinter into ever more violent factions.  ",politicsNews,23-May-17
0.037485929,Conservative Koch network criticizes U.S. Senate healthcare bill,"COLORADO SPRINGS, Colo. (Reuters) - Officials with the conservative U.S. political network overseen by the Koch brothers say they are unhappy with the healthcare bill that may be voted on by the Senate this week and will lobby for changes to it. At a weekend event with conservative donors, top aides to Charles Koch, the billionaire energy magnate, said the Senate bill does not go far enough to dismantle former President Barack Obama’s signature healthcare law, also known as Obamacare. “We have been disappointed that movement has not been more dramatic toward a full repeal,” said Tim Phillips, president of Americans for Prosperity, a grassroots advocacy group backed by Charles Koch and his brother, David. The Senate’s 142-page proposal, worked out in secret by a group led by Senate Majority Leader McConnell, aims to deliver on a central campaign promise of President Donald Trump to repeal Obamacare, which has provided coverage to 20 million Americans since its passage in 2010. Republicans view the law, formally called the Affordable Care Act, as a costly government intrusion and say individual insurance markets created by it are collapsing. Phillips and other aides to the Koch network told Reuters they want to see the Senate bill do more to roll back Obamacare’s expansion of the Medicaid program for poor and disabled Americans. They also contend the bill does not do enough to reform the U.S. healthcare system and cut costs. The aides said lobbying efforts to reshape the bill are continuing ahead of a planned vote. Similar concerns helped steer the House’s version of the bill in a more conservative direction. A primary mover of that effort, Mark Meadows, a Republican congressman from North Carolina, attended the Koch donor event. Meadows, chairman of the conservative Freedom Caucus in the House, said he is prepared to support the Senate bill if it clears that chamber, a sign that quick action to land the legislation on Trump’s desk is possible. However, Meadows said the Senate version of the bill would need to be amended to allow insurers who sell plans on Obamacare’s insurance exchanges to offer less-expensive plans that do not comply with that law’s coverage requirements. Republican Senator Ted Cruz of Texas, who currently opposes the Senate bill, has offered an amendment along those lines. Cruz attended the Koch event here, as did Senators Jeff Flake of Arizona and Ben Sasse of Nebraska, who remain undecided. Meadows also seeks an amendment that would allow some consumers who have private health savings accounts to deduct the cost of insurance premiums from their taxes. Senate leaders have set a goal of passing the healthcare measure by the end of this week, ahead of the July 4 congressional recess, which would then send it back to the House. If the Senate passes legislation this week that is palatable to the House, Meadows said it is conceivable the House could pass that version and choose to forgo a formal conference committee that would reconcile the Senate and House bills. That, he said, could result in sending the bill to Trump’s desk for his signature before the recess. Getting a vote by the end of the week could be difficult. Five Senate Republicans, including Cruz, have publicly voiced their opposition to the current Senate draft. No Senate Democrats are expected to back it, which means McConnell cannot afford to lose more than two Senate Republicans. As a sign of the Koch network’s influence, Phillips said his organization is prepared to spend as much as $400 million before next year’s congressional elections to advocate for the network’s conservative causes.  ",politicsNews,25-Jun-17
0.037618483,U.S. calls on Pakistan to arrest recently freed Islamist leader,"ISLAMABAD (Reuters) - A U.S. official on Friday said Washington is  deeply concerned  at the release from house arrest of a Pakistani Islamist accused of masterminding a bloody 2008 assault in the Indian city of Mumbai. Hafiz Saeed, who had been under house arrest since January, was ordered freed by a Pakistani court this week and preached on Friday at a mosque in the eastern city of Lahore. U.S. State Department spokeswoman Heather Nauert said Saeed s organization, Lashkar-e-Taiba, was responsible for the deaths of hundreds of civilians, including American citizens.  The Pakistani government should make sure that he is arrested and charged for his crimes,  Nauert said in a statement. ",worldnews,24-Nov-17
0.037640044,"Trump, his party: an American odd couple","WASHINGTON (Reuters) - When President Donald Trump spoke to reporters on Air Force One on Wednesday, he went out of his way to praise Democratic congressional leaders he had met earlier at the White House. He failed to mention Mitch McConnell or Paul Ryan, the two leaders of his own Republican party who also took part. It could have been a snub or mere oversight - the White House did not say immediately - but in the context of recent events, it was a reminder of Trump’s lingering frustration with Republicans who control Congress, even as he takes his first steps with Democrats to break a congressional gridlock.  Trump, who has branded Democrats as obstructionists, on Wednesday embraced a proposal from Senate Democratic leader Chuck Schumer and his counterpart in the House of Representatives, Nancy Pelosi, for a three-month extension of the U.S. debt ceiling, rejecting a Republican plan for a longer extension. By contrast, at a meeting on Tuesday with McConnell, the Senate majority leader, and Ryan, speaker of the House of Representatives, both fellow Republicans, there was little personal interaction in the presence of reporters.  A close Trump associate said that Trump, a 71-year-old brash former reality TV star who had never held public office before he entered the White House in January, had yet to comprehend the need to improve his relationship with McConnell, a 75-year-old dour legislative tactician with more than 30 years in the U.S. Senate. His legislative priorities hanging in the balance, Trump is under pressure to improve ties with McConnell and salvage what he can of an increasingly jeopardized agenda that includes a healthcare overhaul, immigration, infrastructure and tax reform. “You want to go blow up the majority leader, that’s your prerogative, but it doesn’t get your agenda done. If you want to get things done, you have to make nice to him,” the source said.     A senior White House official said on Wednesday that Trump and McConnell had a “great working relationship” and the president respected his grasp of Senate rules and procedures. But aides say Trump privately has expressed annoyance at the slow pace of legislative action on his priorities and blames his own party, especially McConnell, for the failure. A Republican close to the White House said what Trump “doesn’t understand is he needs Mitch McConnell more than anyone else in this town, because he runs the Senate and sets the agenda.” “McConnell is a master of the Senate and he could and should be Trump’s biggest asset,” the Republican said. Trump spent part of recent months feuding with McConnell. After a healthcare overhaul effort collapsed in the Senate in July, Trump and McConnell traded accusations. McConnell said in his home state of Kentucky that Trump had “excessive expectations” of how much could get through Congress in a short period of time and suggested Trump was inexperienced. Clearly annoyed, Trump questioned McConnell’s competence. “Senator Mitch McConnell said I had ‘excessive expectations,’ but I don’t think so. After 7 years of hearing Repeal & Replace, why not done?” Trump tweeted. A source familiar with Trump’s thinking said the president  had a lot of respect for McConnell. “He just doesn’t like to be criticized and he viewed McConnell’s comments as demeaning,” the source said. An associate of McConnell said McConnell considered the usual drama surrounding Trump to be “totally irrelevant” to doing business with him and that from a “practical standpoint” all McConnell wanted to do was get work done. “He’s pretty drama free,” said the associate. “I have yet to encounter a single situation where he allows his personal feeling or animosity or any kind of emotional response affect the way he does business.” McConnell, whose wife, Elaine Chao, is Trump’s transportation secretary, has said he has no hard feelings after Trump’s criticism of him. “We have a lot of work ahead of us, and we are committed to advancing our shared agenda together and anyone who suggests otherwise is clearly not part of the conversation,” McConnell had said. ",politicsNews,6-Sep-17
0.037721478,New York City to pursue sweeping homelessness reforms: mayor,"NEW YORK (Reuters) - New York City will implement a raft of reforms to combat its high level of homelessness, Mayor Bill de Blasio said on Monday, following a three-month review of the problem. In New York, the United States’ largest city, around 58,000 people sleep in shelters each night, representing the largest homeless population for any U.S. metropolitan area, according to the National Alliance to end Homelessness. Nearly half of those homeless are children. The changes announced on Monday are intended to address the issue in four key areas: preventing at-risk residents from losing their homes, moving homeless out of shelters and into permanent housing, improving conditions at shelters and reducing the number of homeless who sleep in the streets. “We know the status quo has not been working,” de Blasio said at Bronxworks, a nonprofit that helps impoverished families. “We don’t accept that status quo. Today begins a new approach.” The number of homeless has more than doubled from around 23,000 two decades ago and has remained stubbornly high, leaving de Blasio’s administration open to criticism. New York’s large shelter population is in part due to a landmark court case that established a “right to shelter” mandate requiring city authorities to provide housing for those without it. In response, the mayor has proposed spending an additional $66 million dollars to fight the problem, though he said the organizational changes announced on Monday would lead to savings of $38 million to help offset those new costs. The city’s Human Resources Administration and Department of Homeless Services will report to a single commissioner and share administrative duties, de Blasio said, eliminating some bureaucratic redundancies. The city will use data analytics to identify at-risk families and increase its use of legal assistance and rental aid to avoid evictions. De Blasio also said the city would conduct more inspections of shelters and crack down on not-for-profit agencies that fail to provide safe and adequate shelters. The New York City police department is already in the process of retraining so-called peace officers who share security responsibility with private guards at the city’s more than 250 shelters. The city is also reinstating a dormant program that provided domestic violence services in shelters, after the review found 60 percent of violent episodes in family shelters were due to domestic violence. The issue gained more attention in February, when a homeless woman and two of her young children were stabbed to death at a hotel used by the city to house homeless families. The woman’s boyfriend was charged with murder. ",politicsNews,11-Apr-16
0.037760504,Swedish airport explosive suspect released without charge: prosecutor,"STOCKHOLM (Reuters) - A man arrested on suspicion of trying to carry explosives onto a plane in western Sweden will be released from custody and is no longer a suspect, the prosecutor said on Friday  The suspicious objects have been analysed during the day and the man is no longer suspected of any crimes,  the prosecutors office said in a statement. The man was stopped as he tried to get onto a flight at Gothenburg s Landvetter airport on Thursday morning when a regular security check flagged up signs of explosive materials. ",worldnews,6-Oct-17
0.037789399,Democrats criticize Senate's all-male healthcare group,"WASHINGTON (Reuters) - U.S. Democrats on Sunday criticized the lack of women on a working group in the Republican-led Senate that will craft a plan to pass legislation to repeal and replace Obamacare. As the Senate begins to wrestle with a Republican healthcare bill narrowly approved by the House of Representatives last week, senators questioned why the 13-member working group put together by Senate Republican leader Mitch McConnell does not include any of the chamber’s five Republican women. “Women’s health is a big part of this and women are a majority of the population, and their health interests deserve to be contemplated in any reform,” Democratic Senator Dianne Feinstein of California said on NBC’s “Meet the Press.” Democratic Senator Patty Murray of Washington wrote on Twitter: “It matters to have women at the table — and it matters when they aren’t.” Republicans pushed their healthcare restructuring through the House on a 217-213 vote, handing President Donald Trump his first major legislative success. But the bill faces an uncertain future in the Senate, where Republicans have a narrow majority and several members have suggested they will develop their own plans. Democrats are united in opposition to the House bill. Trump pledged on Sunday that the effort to gut former President Barack Obama’s signature healthcare law would be successful. “Republican Senators will not let the American People down!,” he wrote on Twitter. “ObamaCare premiums and deductibles are way up-it was a lie and it is dead!” The Senate’s healthcare working group includes the Republican leadership, several committee chairmen and a combination of conservatives such as Ted Cruz of Texas and more moderate Republicans from politically important swing states such as Rob Portman of Ohio and Pat Toomey of Pennsylvania. Critics said the group’s lack of diversity would eliminate crucial viewpoints. “The GOP is crafting policy on an issue that directly impacts women without including a single woman in the process. It’s wrong,” Democratic Senator Kamala Harris of California wrote on Twitter on Saturday. Don Stewart, a senior aide to McConnell, said critics were getting “hung up on process” while ignoring the problems of Obamacare such as higher costs and limited choices. “So you can get caught up in process, or you can focus on the actual reality,” Stewart said in an email on Sunday. Republican Senator Susan Collins of Maine, who has been working on her own healthcare plan, said she was reaching out to moderate Democrats to try to find common ground. She did not criticize the working group’s all-male make-up but said she wanted to see a broader effort to replace Obama’s 2010 healthcare law. “I would like to see us put together a bipartisan group to solve this problem, of Democrats who acknowledge there are problems with the current law, that it is not working well in several states, and Republicans who also want to make sure that we’re not reducing coverage and we’re giving flexibility,” Collins said on ABC’s “This Week.” Senators have questioned aspects of the House bill, which would slash funding for Medicaid, the program that provides insurance for the poor, and roll back much of its expansion during the Obama administration. It also would allow states to opt out of some existing protections for people with pre-existing health conditions. While insurers could not deny insurance because of such conditions, they would be allowed to decide how much to charge. Senator Joe Manchin of West Virginia, one of the most moderate Democrats in the Senate, said his state “gets absolutely slammed” in the House bill because it has a lot of elderly residents and people with pre-existing conditions. “I just want to work and sit down and try to get something done, but no one’s asked us,” he said on CBS’s “Face the Nation” program. “Our congressional delegation says, ‘don’t worry, the Senate will fix it.’ And no one has asked any Democrat. And I am the most centrist.” White House Chief of Staff Reince Priebus said the White House would not dictate the process. “I think we want to let them do their work, let them work this out. They are all very mature. They all know what is going on. They all know the commitments we have made to the American people to repeal and replace a failing program in Obamacare,” he said on the “Fox News Sunday” program. ",politicsNews,7-May-17
0.037799915,"Iran, EU and Russia defend nuclear deal after Trump threat","WASHINGTON (Reuters) - Iran, U.S. allies in Europe and Russia on Friday defended the 2015 nuclear agreement with Tehran and said they would stick by it, after U.S. President Donald Trump threatened to terminate the agreement. Trump said in a Washington speech that he would not certify that Iran is complying with its agreement with six world powers and the European Union, despite a determination by the U.N.’s nuclear watchdog that Tehran is meeting the deal’s terms. The Republican president threw the issue to the U.S. Congress, which has 60 days to decide whether to reinstate U.S. sanctions. He warned that if “we are not able to reach a solution working with Congress and our allies, then the agreement will be terminated.” Trump’s actions appeared to leave the United States relatively isolated on the world stage. His hawkish new stance toward Iran, including steps against the Islamic Revolutionary Guard Corps, received strong backing only from Israel and Gulf states such as Saudi Arabia. Iranian President Hassan Rouhani said Iran will remain committed to the multinational deal as long as it serves the country’s national interests. Trump’s decision to decertify the deal will isolate the United States, as other signatories of the accord remained committed to it, Rouhani said in a live television address. The deal was not renegotiable, he said. The agreement, negotiated by Trump’s Democratic predecessor Barack Obama, eased sanctions on Tehran in returns for strict limits on its nuclear program. Trump’s stance put him at odds with key U.S. allies, including Britain, France and Germany who, along with Russia and China, negotiated the deal with Iran alongside the European Union. In Brussels, EU foreign policy chief Federica Mogherini said Washington could not unilaterally cancel the agreement. “We cannot afford as the international community to dismantle a nuclear agreement that is working,” said Mogherini, who chaired the final stages of the landmark talks. “This deal is not a bilateral agreement. “The international community, and the European Union with it, has clearly indicated that the deal is, and will continue to be, in place,” Mogherini told reporters in Brussels. The leaders of Britain, France and Germany issued a joint statement warning the United States against taking decisions that could harm the nuclear deal such as re-imposing sanctions. The three leaders also said they shared U.S. concerns over Iran’s ballistic missile program and regional destabilizing activities and were ready to work with Washington to address those concerns. French President Emmanuel Macron’s office said he had spoken with Rouhani by telephone and assured him of France’s commitment to the deal, but that Tehran must strictly comply with it. Russia’s foreign ministry said there was no place in international diplomacy for threatening and aggressive rhetoric, and said such methods were doomed to fail, in a statement issued after Trump’s speech. The ministry said Trump’s decision to de-certify the deal would not have a direct impact on implementation of the agreement but that it ran counter to its spirit. There was no immediate reaction from China, though Alexei Pushkov, a pro-Kremlin lawmaker in the upper house of the Russian parliament, said neither Moscow nor Beijing backed Trump’s stance. “Russia of course does not support the U.S. position, nor does China. So Trump will be left in proud isolation in an attempt to improve his image among his own supporters,” Pushkov told Russia’s state-run Rossiya-24 TV station.  The head of the U.N.’s International Atomic Energy Agency said Iran was complying with the accord, formally known as the Joint Comprehensive Plan of Action, under the world’s “most robust nuclear verification regime.” “The nuclear-related commitments undertaken by Iran under  the JCPOA are being implemented,” Yukiya Amano, director general of the IAEA said in a statement. “What has been agreed ... must be fully implemented. It is a very important deal, I’m sorry to see what is now happening,” former United Nations Secretary-General Ban Ki-moon told reporters at the United Nations on Friday. Ban, who stepped down at the end of 2016, was U.N. chief when the deal was agreed. Trump received support from Israel, Saudi Arabia, the United Arab Emirates and Bahrain, all of which oppose what they say are Iran’s expansionary moves in the Middle East. “President Trump has just created an opportunity to fix this bad deal, to roll back Iran’s aggression and to confront its criminal support of terrorism,” Israeli Prime Minister Benjamin Netanyahu said in a video statement. In their comments, the Gulf states focused on Trump’s overall Iran policy rather than the nuclear deal itself. Saudi Arabia welcomed what it called Trump’s “decisive strategy” toward Iran and said lifting sanctions had allowed Tehran to develop its ballistic missile program, step up its support for militant groups including Hezbollah and the Houthis in Yemen, and attack global shipping lanes.     The Riyadh government said in a statement it had supported the nuclear agreement, “but Iran took advantage of the economic gain from raising sanctions and used it to continue destabilizing the region”. The United Arab Emirates said it fully supported the new U.S. policy toward Iran and renewed its commitment to work with Washington to counter Iran’s support of extremism, the state news agency WAM reported. “The UAE announces its full support to the new U.S. strategy to deal with the Iranian policies undermining security and  stability,” WAM said on its Twitter account. ",politicsNews,13-Oct-17
0.037841119,Tens of thousands of Indonesians rally over Trump's Jerusalem stance,"JAKARTA (Reuters) - Tens of thousands of Muslims marched from the main mosque in Indonesia s capital to a square in Jakarta on Sunday to protest against U.S. President Donald Trump s decision to recognize Jerusalem as the capital of Israel. It was the biggest protest in Indonesia since Trump s controversial move earlier this month to reverse decades of U.S. policy. Police estimated the number attending the rally, organized by various Muslim groups, at about 80,000. The protest was peaceful but rows of police behind coils of barbed wire held back the crowd outside the U.S. embassy in Jakarta. A police spokesman said 20,000 police and members of the military were deployed to ensure security.   We urge all countries to reject the unilateral and illegal decision of President Donald Trump to make Jerusalem Israel s capital,  Anwar Abbas, the secretary general of the Indonesian Ulema Council, told the crowd.    We call on all Indonesian people to boycott U.S. and Israel products in this country  if Trump does not revoked his action, Abbas said, reading from a petition due to be handed to the U.S. ambassador in Indonesia. Many of the protesters were clad in white and waved Palestinian flags and held up placards, some reading:  Peace, love and free Palestine . There have been a series of protests in Indonesia over the issue, including some where hardliners burned U.S. and Israeli flags. The status of Jerusalem, a city holy to Jews, Muslims and Christians, is one of the biggest barriers to a lasting Israeli-Palestinian peace. Jerusalem s eastern sector was captured by Israel in a 1967war and annexed in a move not recognized internationally. Palestinians claim East Jerusalem for the capital of an independent state that they seek, while Israel maintains that all of Jerusalem is its capital. ",worldnews,17-Dec-17
0.037857747,TPP leaders' meeting postponed after Canada disagreement: Japan's Abe,"DANANG, Vietnam (Reuters) - A planned meeting of leaders of the 11 countries in the Trans Pacific Partnership (TPP) has been postponed after Canada failed to agree to the terms of a deal that the others had reached, Japanese Prime Minister Shinzo Abe said on Friday. The leaders were set to meet on Friday on the sidelines of the Asia Pacific Economic Cooperation (APEC) summit in Vietnam to discuss how to push ahead with TPP, but Canadian Prime Minister Justin Trudeau did not show up, sources told Reuters.  As for TPP 11, a broad agreement has been reached at a ministerial meeting yesterday. But the Canadian side said today they are not yet at the stage where its leader can confirm the agreement reached among ministers,  Abe told reporters.  All the other leaders are already in the stage where their leaders can confirm the ministerial-level agreement,  he said. He did not say when the leaders would meet next. ",worldnews,10-Nov-17
0.037877843,State lawmakers override bill veto to ease Chicago pension payments,"CHICAGO (Reuters) - Chicago will be able to spread out state-mandated higher payments to its police and fire pensions after the Illinois Legislature on Monday overrode the governor’s veto of a bill that became entangled in a political impasse. The Senate voted 39-19 and the House voted 72-43 to undo Republican Governor Bruce Rauner’s veto on Friday that the city claimed would lead to a $300 million property tax hike. The bill gives Chicago short-term budget relief but will add to the city’s big pension funding gap.  The override bolsters Democrats, who control the legislature, as they battle with Rauner over state assistance for Chicago and its public school system, which is seeking state money for its teachers’ pensions. The political impasse had left Illinois without a complete budget 11 months into fiscal 2016. Rauner called the bill “terrible policy,” while Chicago Mayor Rahm Emanuel accused him of using the city as a political pawn. Rauner’s spokeswoman Catherine Kelly released a statement reiterating the governor’s contention that the measure would end up costing Chicago taxpayers $18.6 billion over time. The measure alters a 2010 state law that boosted Chicago’s payments to its public safety workers’ pensions in order to reach a 90 percent funded level by 2040. Under that law, Chicago’s contribution will jump to nearly $834 million this year from $290.4 million in 2015, according to city figures. The new law reduces the payment to $619 million and allows for smaller increases through 2020 than under the 2010 law. It also gives the police and fire funds until 2055 to become 90 percent funded. The police system is 26 percent funded and the fire system 23 percent funded. Chicago’s fiscal 2016 budget assumed the bill’s enactment by lowering the city’s contribution to police and fire pensions by about $220 million. The city council also approved a $543 million phased-in property tax to exclusively cover higher contributions to the two retirement systems. House Speaker Michael Madigan was clearly delighted as he addressed reporters after budget talks with Rauner. “I think it was interesting the governor had nothing to say about the override. I was raised not to cause embarrassment for people so I didn’t raise it,” Madigan said. The city must still deal with underfunding problems for its municipal and laborers’ retirement systems after the Illinois Supreme Court in March tossed out a 2014 law that cut benefits and increased contributions to keep the pension funds from insolvency. ",politicsNews,30-May-16
